IP Address,Occurrences
32.143.63.133,1
116.199.151.52,1
150.115.155.199,1
94.114.98.55,1
112.238.223.61,1
138.186.94.24,1
204.132.120.87,1
64.5.96.1,1
104.100.238.231,1
247.187.31.255,1
117.55.241.82,1
91.131.186.22,1
20.233.117.97,1
49.49.161.192,1
181.105.6.199,1
205.64.241.115,1
160.86.132.211,1
172.97.232.83,1
25.219.98.224,1
189.232.96.227,1
141.105.154.129,1
18.191.187.55,1
65.213.242.241,1
157.193.137.227,1
59.251.33.254,1
239.221.189.101,1
92.247.202.221,1
200.115.92.36,1
242.142.141.227,1
49.60.80.88,1
201.142.98.242,1
144.64.171.194,1
226.4.158.104,1
27.153.128.103,1
112.28.162.41,1
120.22.1.201,1
144.37.124.251,1
254.30.41.163,1
190.8.15.45,1
49.59.231.253,1
159.83.190.239,1
145.117.165.175,1
83.181.100.157,1
37.148.136.112,1
159.211.251.48,1
219.195.74.79,1
241.80.90.152,1
195.66.153.138,1
187.11.99.149,1
219.145.213.129,1
253.53.189.75,1
182.49.48.79,1
226.156.249.231,1
146.206.237.116,1
106.168.35.81,1
24.180.46.153,1
200.192.77.68,1
247.23.249.94,1
71.169.91.110,1
35.32.127.239,1
82.73.22.133,1
66.82.250.20,1
115.3.164.253,1
139.100.7.218,1
36.69.165.255,1
246.235.26.237,1
88.133.151.150,1
145.82.155.231,1
121.40.20.243,1
88.182.196.1,1
19.29.106.111,1
119.187.113.29,1
49.36.61.55,1
253.153.196.227,1
12.246.28.214,1
193.250.219.101,1
122.236.159.239,1
83.29.47.148,1
211.14.106.131,1
235.93.134.120,1
215.217.49.204,1
11.106.89.234,1
237.74.157.159,1
168.50.155.62,1
143.170.205.183,1
20.41.139.6,1
58.231.226.241,1
220.149.77.201,1
23.149.45.187,1
217.219.120.127,1
171.99.244.12,1
125.56.192.83,1
87.77.137.30,1
84.86.214.173,1
212.223.178.56,1
139.62.11.81,1
120.235.47.132,1
46.110.169.94,1
83.95.62.217,1
219.25.101.247,1
145.248.101.36,1
224.136.68.18,1
86.218.186.211,1
159.206.133.161,1
97.2.171.88,1
220.118.108.65,1
184.82.102.236,1
16.208.51.13,1
147.250.68.39,1
200.85.48.114,1
62.145.17.16,1
60.135.3.62,1
223.57.155.227,1
85.193.23.239,1
198.144.205.173,1
171.207.127.146,1
217.195.76.194,1
143.101.47.67,1
77.193.193.4,1
76.203.45.95,1
134.19.172.136,1
146.74.54.195,1
183.190.85.187,1
131.4.79.112,1
108.132.189.130,1
240.72.220.126,1
196.96.48.94,1
190.92.20.142,1
194.152.94.0,1
80.177.87.73,1
99.16.211.190,1
240.14.20.63,1
126.60.122.66,1
117.234.151.193,1
234.236.131.86,1
245.107.59.210,1
203.209.199.113,1
252.136.97.224,1
42.104.200.159,1
36.172.218.116,1
111.13.203.107,1
96.40.21.4,1
194.255.106.92,1
249.128.101.251,1
97.89.43.81,1
183.254.202.29,1
178.210.190.85,1
137.111.63.216,1
201.44.165.164,1
89.50.178.244,1
22.234.123.124,1
37.243.163.230,1
58.181.226.144,1
16.118.154.189,1
52.223.72.47,1
163.25.82.182,1
227.255.233.54,1
242.10.38.122,1
19.200.131.14,1
250.119.226.164,1
140.230.109.59,1
82.109.5.118,1
103.251.234.1,1
171.251.87.178,1
161.249.58.255,1
184.184.90.93,1
236.118.248.205,1
133.16.3.111,1
255.92.41.209,1
70.162.53.70,1
204.126.79.119,1
26.199.121.151,1
194.44.233.177,1
177.116.185.148,1
156.237.98.165,1
16.113.87.160,1
74.76.19.29,1
173.236.210.215,1
95.16.203.99,1
194.123.93.227,1
119.9.67.212,1
166.34.229.78,1
206.1.210.203,1
88.54.16.71,1
116.216.231.15,1
106.32.199.64,1
139.30.223.99,1
201.141.166.196,1
71.65.246.240,1
177.99.180.216,1
188.129.79.55,1
203.240.93.22,1
49.115.230.25,1
100.96.8.52,1
142.27.107.83,1
137.74.5.158,1
160.54.219.160,1
23.144.58.12,1
207.129.216.193,1
40.80.61.78,1
135.107.47.176,1
236.64.80.1,1
18.50.53.225,1
203.42.162.150,1
48.135.202.7,1
27.238.186.123,1
52.168.171.167,1
112.86.93.131,1
208.37.195.194,1
27.161.191.119,1
33.83.42.141,1
37.117.130.37,1
71.180.238.105,1
157.243.180.29,1
217.51.201.106,1
63.239.109.186,1
229.150.179.175,1
192.163.138.120,1
219.74.249.79,1
225.76.45.249,1
172.216.140.214,1
56.232.20.115,1
237.28.218.123,1
81.222.240.88,1
131.155.172.38,1
119.125.34.219,1
154.41.230.34,1
248.55.199.24,1
183.211.112.72,1
32.231.186.87,1
52.135.227.20,1
158.100.7.160,1
184.2.244.251,1
14.184.56.239,1
99.245.127.220,1
227.47.90.13,1
218.97.108.166,1
82.100.148.233,1
196.33.141.66,1
184.194.181.220,1
161.117.58.68,1
173.163.130.242,1
54.132.161.84,1
203.99.108.120,1
66.75.241.0,1
110.39.239.124,1
157.119.125.205,1
112.26.18.40,1
34.39.171.1,1
17.23.102.88,1
231.173.186.124,1
241.8.97.33,1
86.108.74.224,1
23.245.208.80,1
143.115.248.209,1
65.137.201.172,1
55.137.195.198,1
93.102.91.131,1
104.71.45.0,1
61.161.132.12,1
204.9.114.129,1
79.1.243.176,1
44.152.44.149,1
135.140.246.92,1
134.65.26.90,1
166.246.164.160,1
215.81.12.39,1
135.31.211.245,1
45.223.48.210,1
175.121.249.158,1
235.211.204.187,1
10.2.177.228,1
162.56.212.169,1
170.9.196.49,1
87.180.45.95,1
24.27.205.195,1
18.149.53.16,1
93.170.81.186,1
237.28.56.136,1
144.89.190.220,1
14.178.70.230,1
128.58.233.155,1
85.221.158.175,1
151.81.29.13,1
243.83.229.20,1
32.121.54.14,1
81.242.221.215,1
31.153.68.109,1
220.111.110.25,1
188.144.159.110,1
43.207.250.219,1
143.85.76.112,1
179.20.78.49,1
200.82.160.226,1
84.70.163.210,1
183.240.174.209,1
188.73.132.202,1
190.137.198.6,1
228.48.248.116,1
66.29.199.220,1
136.97.191.88,1
89.66.48.106,1
174.6.176.28,1
154.141.130.218,1
157.101.230.76,1
179.133.159.222,1
223.63.185.119,1
38.90.88.59,1
54.235.3.216,1
30.109.114.52,1
239.1.14.55,1
183.228.47.108,1
236.196.164.80,1
206.82.177.206,1
183.46.114.166,1
72.46.155.96,1
206.105.110.47,1
61.145.61.171,1
235.145.146.168,1
171.58.42.235,1
186.3.206.37,1
160.100.226.76,1
56.10.18.66,1
74.60.10.189,1
14.225.180.209,1
41.244.113.164,1
170.23.122.110,1
154.199.5.234,1
202.235.206.86,1
208.244.243.163,1
114.220.66.187,1
237.41.41.38,1
208.212.147.55,1
121.224.70.209,1
60.128.100.214,1
162.118.31.247,1
18.71.56.219,1
114.8.67.118,1
183.193.67.246,1
202.108.213.118,1
243.172.90.167,1
129.134.11.137,1
89.162.64.196,1
252.67.203.168,1
154.148.203.216,1
106.242.32.135,1
179.91.107.231,1
122.105.189.221,1
56.75.246.253,1
124.205.160.30,1
84.12.67.72,1
127.193.251.216,1
26.205.203.97,1
225.17.251.139,1
179.247.129.253,1
226.8.67.184,1
184.83.103.162,1
213.147.51.30,1
131.218.228.189,1
46.151.39.241,1
48.30.22.236,1
106.8.92.100,1
223.239.110.48,1
70.237.141.160,1
92.244.218.125,1
128.3.69.32,1
11.154.63.5,1
244.111.37.124,1
29.164.229.33,1
232.164.129.28,1
244.155.90.226,1
74.45.128.26,1
250.14.207.127,1
184.48.237.2,1
146.54.110.52,1
198.20.93.143,1
155.248.22.80,1
193.46.109.125,1
60.147.94.105,1
146.181.188.77,1
184.112.126.206,1
58.194.36.254,1
115.49.182.171,1
37.190.97.4,1
171.184.176.209,1
21.63.214.201,1
82.196.225.98,1
38.56.16.46,1
55.225.247.216,1
29.49.107.248,1
240.169.119.182,1
238.134.50.115,1
62.182.232.48,1
80.62.180.209,1
174.184.150.35,1
153.107.73.150,1
222.186.217.179,1
111.98.79.185,1
93.190.11.195,1
46.109.81.99,1
143.105.241.216,1
137.131.46.84,1
76.69.1.224,1
104.220.127.187,1
177.199.250.154,1
208.85.44.115,1
128.229.89.233,1
41.132.18.78,1
112.66.30.239,1
50.120.94.2,1
127.201.175.204,1
92.60.9.141,1
254.245.85.72,1
209.4.27.79,1
47.236.246.242,1
18.191.55.215,1
239.183.242.241,1
76.79.38.141,1
178.101.217.81,1
52.194.111.10,1
57.56.155.202,1
49.219.66.183,1
191.198.167.170,1
210.23.210.144,1
252.166.143.214,1
129.102.3.110,1
214.31.231.76,1
165.99.255.39,1
39.175.50.212,1
73.225.153.135,1
205.20.7.124,1
195.49.32.33,1
67.156.32.247,1
147.56.226.130,1
14.146.74.70,1
21.219.8.99,1
220.101.239.151,1
110.120.18.236,1
205.25.19.45,1
229.216.210.253,1
15.175.255.77,1
90.127.88.194,1
240.163.182.206,1
243.49.197.161,1
205.68.2.223,1
102.167.114.26,1
38.50.162.204,1
164.64.128.114,1
221.141.12.128,1
121.187.50.234,1
144.161.137.168,1
100.38.57.79,1
35.183.36.157,1
122.47.196.244,1
150.157.171.20,1
249.215.122.39,1
60.208.96.161,1
225.57.226.255,1
64.205.171.171,1
203.191.184.243,1
32.69.100.20,1
216.26.94.136,1
237.107.75.38,1
235.32.114.231,1
157.202.2.74,1
49.38.161.166,1
199.75.187.136,1
68.101.150.91,1
194.235.189.246,1
44.182.54.25,1
244.193.111.55,1
82.242.182.119,1
107.44.49.82,1
64.22.154.240,1
115.139.29.237,1
217.117.107.127,1
154.1.88.163,1
18.54.76.183,1
44.158.205.62,1
115.101.31.48,1
245.202.18.77,1
232.125.158.30,1
226.169.231.203,1
60.26.79.83,1
206.59.18.121,1
250.222.9.165,1
83.31.35.221,1
250.14.98.17,1
22.78.84.172,1
107.104.54.178,1
99.56.171.146,1
97.3.107.120,1
19.113.23.54,1
251.42.169.71,1
160.83.198.52,1
137.68.174.177,1
78.91.178.191,1
102.177.38.48,1
211.114.203.121,1
151.246.61.125,1
178.62.254.87,1
224.28.110.95,1
138.52.173.153,1
199.51.50.120,1
172.161.224.152,1
58.149.57.57,1
146.202.213.208,1
102.25.155.33,1
66.224.7.36,1
213.84.125.223,1
255.58.0.212,1
163.153.167.146,1
147.26.236.201,1
193.109.126.197,1
129.14.61.24,1
101.5.198.126,1
253.172.177.183,1
73.130.160.116,1
64.54.107.67,1
223.21.211.203,1
87.217.15.35,1
93.116.164.234,1
218.71.219.28,1
59.61.223.184,1
137.77.175.92,1
145.107.12.178,1
223.204.219.230,1
174.48.109.231,1
29.74.175.174,1
91.174.37.244,1
69.92.236.121,1
72.67.66.106,1
120.181.171.249,1
102.128.40.193,1
212.204.215.226,1
119.234.252.183,1
93.152.39.93,1
111.4.24.180,1
98.52.236.98,1
246.170.130.79,1
211.176.129.208,1
205.182.78.243,1
237.240.211.216,1
37.69.44.254,1
45.87.53.9,1
101.38.152.110,1
249.216.77.17,1
89.86.115.67,1
225.183.227.90,1
32.32.231.131,1
84.142.206.84,1
181.109.213.211,1
198.214.210.37,1
74.36.180.124,1
48.151.224.89,1
240.6.27.252,1
175.125.20.203,1
155.64.218.130,1
203.209.242.182,1
124.143.230.186,1
123.123.76.244,1
201.19.255.234,1
196.229.18.187,1
16.72.100.181,1
55.54.254.120,1
15.159.197.213,1
89.124.252.236,1
152.223.224.62,1
221.145.236.4,1
13.193.234.255,1
46.133.101.128,1
140.14.41.171,1
13.124.159.242,1
238.111.131.120,1
245.187.129.110,1
101.42.182.172,1
91.144.169.212,1
136.20.239.231,1
161.247.97.171,1
90.218.8.127,1
255.171.34.42,1
53.187.52.195,1
138.164.42.143,1
128.214.153.160,1
202.52.138.24,1
34.11.230.133,1
209.43.213.72,1
209.141.54.165,1
39.109.182.43,1
48.105.232.216,1
20.244.85.59,1
70.204.138.141,1
241.196.17.63,1
161.109.251.18,1
12.55.239.96,1
47.7.205.26,1
69.237.54.182,1
135.30.122.96,1
82.155.203.135,1
115.38.250.69,1
245.191.239.206,1
124.20.190.157,1
223.202.154.47,1
233.248.100.114,1
240.13.141.148,1
24.242.223.185,1
143.243.237.105,1
127.176.233.3,1
63.105.90.185,1
246.61.238.88,1
202.51.40.72,1
11.230.112.99,1
37.43.154.215,1
25.197.63.211,1
74.196.160.66,1
35.27.66.54,1
105.164.168.110,1
152.170.6.204,1
85.129.158.248,1
152.91.75.231,1
248.61.82.62,1
234.4.101.72,1
144.94.187.226,1
153.42.129.146,1
132.231.60.161,1
12.113.146.138,1
196.177.21.180,1
236.133.253.186,1
41.65.35.153,1
146.132.24.32,1
39.96.67.248,1
146.208.172.187,1
19.227.134.32,1
174.86.111.26,1
159.145.137.30,1
148.195.35.0,1
96.90.157.42,1
239.79.81.107,1
221.110.180.214,1
212.127.201.226,1
44.123.37.106,1
241.155.202.125,1
139.166.5.236,1
178.28.218.49,1
124.116.197.226,1
162.41.189.133,1
178.247.118.226,1
227.94.174.59,1
208.216.230.6,1
133.103.134.135,1
123.85.174.31,1
121.184.227.223,1
237.41.128.241,1
185.63.234.210,1
151.34.111.164,1
239.180.154.36,1
238.2.246.10,1
238.111.216.129,1
251.17.38.90,1
103.12.148.175,1
12.205.75.239,1
232.171.5.207,1
84.98.132.45,1
155.115.210.28,1
26.233.251.248,1
144.145.225.233,1
238.188.3.85,1
205.243.74.52,1
213.238.181.192,1
88.26.202.2,1
157.6.239.190,1
47.198.122.133,1
23.22.142.169,1
51.194.145.220,1
145.195.51.3,1
250.93.149.228,1
249.188.31.130,1
200.169.15.94,1
197.46.89.29,1
124.254.114.15,1
87.19.161.218,1
179.18.143.78,1
30.151.107.162,1
47.110.49.52,1
122.232.27.115,1
83.139.144.40,1
159.246.2.2,1
211.28.209.254,1
236.140.128.74,1
131.104.161.138,1
78.18.175.80,1
40.53.19.204,1
170.162.24.244,1
212.6.170.188,1
93.251.60.228,1
70.33.114.192,1
118.165.151.50,1
38.111.223.21,1
29.238.210.18,1
226.139.95.160,1
82.102.238.168,1
245.40.43.165,1
212.112.35.206,1
165.208.143.114,1
77.136.95.196,1
137.192.170.64,1
87.98.162.48,1
216.231.23.202,1
136.30.216.197,1
129.174.120.148,1
100.185.227.78,1
147.52.54.87,1
189.177.172.184,1
188.46.35.27,1
69.75.63.250,1
71.226.53.215,1
54.147.208.160,1
105.111.216.171,1
193.89.94.65,1
209.77.160.87,1
126.112.192.63,1
245.158.144.161,1
36.214.37.18,1
160.77.201.196,1
99.154.3.73,1
10.182.194.176,1
217.125.133.255,1
137.242.101.46,1
141.228.122.173,1
254.33.206.239,1
255.116.184.250,1
130.251.167.80,1
218.251.114.130,1
67.104.99.111,1
199.34.87.9,1
123.115.46.19,1
150.210.170.169,1
252.229.254.159,1
239.164.47.21,1
247.182.54.76,1
91.128.70.208,1
117.222.223.169,1
220.89.36.117,1
182.13.225.84,1
58.83.59.254,1
18.77.248.137,1
203.110.11.197,1
13.190.186.188,1
233.76.106.244,1
38.75.137.10,1
93.62.70.108,1
29.176.65.82,1
205.64.34.219,1
244.134.75.222,1
20.149.68.196,1
72.204.126.140,1
141.169.224.163,1
239.8.45.222,1
75.250.217.103,1
15.61.150.112,1
226.22.182.209,1
255.222.83.101,1
226.150.109.159,1
28.71.156.122,1
248.171.21.241,1
66.207.7.252,1
29.126.169.217,1
81.157.179.129,1
205.118.246.189,1
62.179.116.246,1
206.173.182.185,1
123.187.252.190,1
255.70.175.30,1
216.206.158.30,1
159.64.8.231,1
201.27.198.221,1
229.108.143.49,1
169.69.178.77,1
102.94.24.43,1
137.216.2.230,1
115.215.191.22,1
121.60.76.40,1
218.26.212.48,1
47.160.213.214,1
33.137.141.24,1
147.136.226.208,1
156.139.115.238,1
249.228.195.208,1
165.1.104.162,1
212.169.218.183,1
207.181.131.122,1
177.14.159.56,1
210.107.40.128,1
57.116.173.180,1
255.41.192.215,1
20.55.82.114,1
176.241.63.92,1
83.101.253.58,1
139.232.57.8,1
135.85.129.211,1
92.68.86.25,1
133.208.187.74,1
70.244.46.20,1
199.163.80.8,1
17.60.166.13,1
145.156.14.218,1
58.239.198.0,1
126.198.15.84,1
153.175.77.209,1
122.124.138.10,1
102.186.8.123,1
230.52.98.253,1
117.44.87.211,1
76.177.48.188,1
203.106.73.244,1
55.131.57.219,1
57.170.161.184,1
254.136.72.142,1
153.107.182.153,1
188.82.122.118,1
177.163.182.149,1
196.20.67.227,1
65.82.89.61,1
108.24.189.232,1
196.21.51.239,1
254.160.13.154,1
128.50.222.4,1
79.125.9.235,1
19.18.136.219,1
237.169.55.25,1
134.97.104.201,1
64.95.22.191,1
70.10.179.29,1
111.95.107.206,1
76.203.158.249,1
215.220.59.191,1
150.37.152.137,1
227.87.24.14,1
187.245.66.105,1
87.66.127.246,1
121.147.217.6,1
132.28.172.193,1
104.130.229.202,1
237.143.111.137,1
48.247.131.102,1
128.217.159.9,1
142.215.76.0,1
250.30.198.42,1
23.89.174.60,1
95.235.238.9,1
194.241.237.180,1
24.164.222.95,1
156.23.165.147,1
21.156.120.5,1
14.221.157.203,1
225.208.27.152,1
120.212.155.199,1
152.223.104.10,1
189.100.24.162,1
74.102.58.102,1
31.179.84.124,1
167.170.24.0,1
203.63.75.136,1
212.233.170.175,1
140.78.92.177,1
175.41.42.205,1
133.219.246.177,1
198.182.159.3,1
228.184.180.151,1
226.50.243.162,1
16.177.58.123,1
64.185.81.135,1
119.220.95.98,1
226.107.146.30,1
102.62.201.120,1
58.8.185.48,1
253.238.127.44,1
158.160.97.27,1
21.212.60.112,1
101.239.191.115,1
215.221.75.138,1
204.78.28.103,1
51.5.164.10,1
112.97.26.176,1
54.116.217.202,1
50.35.170.56,1
190.14.184.142,1
148.173.85.227,1
38.60.105.57,1
61.165.103.22,1
142.96.15.177,1
36.104.8.211,1
242.186.47.191,1
186.170.202.183,1
204.180.199.155,1
199.127.84.203,1
65.110.99.25,1
49.140.230.195,1
206.2.234.178,1
232.86.246.59,1
135.103.157.196,1
24.213.6.244,1
49.75.64.53,1
205.246.15.13,1
67.106.57.57,1
55.98.119.91,1
54.245.143.122,1
239.188.64.201,1
211.44.81.225,1
124.52.224.7,1
79.141.83.190,1
126.196.236.176,1
133.136.129.252,1
125.10.67.205,1
96.199.144.193,1
155.181.219.14,1
60.173.144.104,1
234.249.139.205,1
123.175.126.170,1
133.211.76.143,1
112.209.185.224,1
193.32.248.94,1
248.200.252.124,1
163.246.164.153,1
207.56.121.241,1
184.60.107.166,1
58.6.192.13,1
111.61.154.15,1
204.68.244.125,1
104.32.195.53,1
219.94.14.129,1
56.33.24.95,1
218.208.84.224,1
42.53.27.240,1
165.239.25.136,1
18.13.97.75,1
14.240.51.3,1
204.142.16.160,1
251.19.197.17,1
153.79.162.230,1
17.247.224.109,1
169.238.239.123,1
245.1.158.221,1
226.11.82.26,1
20.40.214.180,1
204.212.244.222,1
161.184.120.50,1
15.165.11.8,1
102.58.25.250,1
99.100.209.83,1
190.84.15.193,1
182.92.15.202,1
113.206.52.168,1
56.243.178.210,1
152.122.120.93,1
140.133.227.80,1
67.121.230.8,1
170.189.182.108,1
99.197.193.233,1
224.192.213.86,1
221.56.48.153,1
52.59.236.157,1
36.224.69.209,1
78.114.43.104,1
71.42.11.27,1
84.214.110.1,1
64.31.109.233,1
123.11.132.83,1
68.75.35.98,1
125.243.31.26,1
164.118.28.182,1
129.116.96.209,1
51.71.185.104,1
103.161.3.76,1
23.20.149.35,1
188.5.212.142,1
197.37.125.15,1
16.23.160.4,1
226.179.163.12,1
93.83.6.163,1
109.28.24.249,1
223.40.224.186,1
132.30.126.140,1
111.151.131.149,1
67.206.71.121,1
238.151.169.212,1
162.71.248.121,1
223.124.173.172,1
121.82.30.252,1
232.29.9.197,1
156.146.169.47,1
152.243.137.200,1
99.200.171.131,1
118.66.103.79,1
47.48.152.162,1
25.177.178.88,1
141.139.243.162,1
51.64.249.47,1
70.74.221.148,1
44.139.215.209,1
155.17.161.27,1
117.220.183.52,1
137.162.245.98,1
113.65.100.221,1
94.121.225.192,1
187.198.16.137,1
40.229.60.65,1
129.179.156.37,1
173.21.223.30,1
63.239.47.147,1
62.10.2.237,1
139.242.221.100,1
159.160.184.29,1
243.61.128.242,1
150.138.47.150,1
117.209.60.138,1
141.210.135.120,1
176.163.22.47,1
182.91.240.1,1
43.16.113.20,1
171.222.187.169,1
223.178.210.130,1
232.205.19.33,1
234.42.197.2,1
158.237.101.18,1
195.232.122.249,1
101.28.209.11,1
108.249.74.53,1
154.156.100.78,1
252.26.205.101,1
86.73.48.236,1
239.223.19.131,1
150.25.215.69,1
38.118.216.240,1
58.135.30.141,1
80.113.134.255,1
247.49.141.169,1
235.135.77.160,1
60.237.47.149,1
163.125.45.119,1
140.12.32.53,1
188.215.156.114,1
197.21.219.200,1
251.177.56.220,1
92.156.197.136,1
35.82.174.6,1
39.105.30.157,1
10.155.147.189,1
103.115.154.55,1
54.229.19.138,1
113.227.129.103,1
199.119.152.197,1
123.95.66.224,1
142.33.252.191,1
129.84.28.39,1
190.137.210.164,1
23.238.170.168,1
109.146.16.164,1
113.246.48.106,1
220.166.181.71,1
13.157.204.102,1
12.196.238.37,1
169.105.237.190,1
242.136.81.192,1
159.21.77.221,1
205.120.98.57,1
164.108.6.190,1
242.132.160.155,1
84.103.12.218,1
84.19.145.241,1
153.202.148.167,1
135.117.163.191,1
191.69.74.210,1
89.209.27.250,1
18.197.32.32,1
125.92.75.81,1
211.140.245.192,1
108.155.149.93,1
145.2.199.218,1
214.5.67.144,1
93.192.134.80,1
66.139.38.162,1
193.115.231.191,1
104.190.46.178,1
177.165.15.248,1
243.200.62.62,1
173.94.53.79,1
43.82.35.250,1
69.224.58.62,1
145.217.83.194,1
51.154.129.67,1
103.52.8.9,1
212.100.127.11,1
180.233.156.182,1
60.149.90.193,1
191.236.105.175,1
16.201.107.182,1
201.73.102.77,1
17.38.201.233,1
136.32.89.219,1
149.178.8.20,1
233.122.60.121,1
178.215.92.158,1
48.86.65.209,1
223.222.206.48,1
158.203.49.214,1
36.173.182.93,1
74.224.144.41,1
55.139.58.163,1
234.80.138.37,1
179.93.211.186,1
17.69.29.254,1
145.124.43.218,1
164.226.39.32,1
20.201.230.244,1
101.160.174.135,1
173.148.2.201,1
234.199.186.27,1
54.172.248.154,1
194.134.187.238,1
248.36.187.125,1
217.255.246.254,1
98.209.16.253,1
194.108.15.115,1
229.31.103.99,1
48.77.193.147,1
246.59.197.62,1
91.95.245.157,1
51.120.92.5,1
95.248.172.126,1
116.232.55.252,1
106.157.242.22,1
255.78.166.101,1
255.186.242.42,1
116.24.176.115,1
68.131.49.160,1
151.190.227.146,1
235.50.151.36,1
232.135.112.212,1
29.198.181.130,1
219.95.109.41,1
57.253.137.84,1
90.131.122.220,1
133.117.29.163,1
172.97.168.22,1
130.105.194.136,1
52.60.204.185,1
190.39.4.154,1
171.12.117.73,1
39.211.148.10,1
31.28.28.204,1
63.235.10.138,1
222.121.6.18,1
178.50.74.91,1
191.239.95.129,1
157.70.85.5,1
75.250.14.19,1
241.56.174.106,1
152.214.147.205,1
79.52.11.61,1
227.219.59.162,1
126.65.22.70,1
139.45.126.115,1
12.243.199.246,1
194.76.18.60,1
64.255.9.114,1
128.73.80.196,1
88.200.109.65,1
27.181.142.125,1
208.68.135.141,1
241.129.254.91,1
16.78.41.118,1
160.218.156.193,1
93.156.104.122,1
136.237.200.2,1
247.122.90.62,1
14.11.200.42,1
22.110.14.199,1
209.7.232.96,1
199.118.178.217,1
148.78.104.197,1
217.46.206.191,1
228.86.235.51,1
196.70.224.233,1
145.255.68.182,1
111.214.239.250,1
204.72.111.108,1
190.194.40.143,1
141.131.247.175,1
212.224.183.49,1
245.148.232.112,1
81.254.217.2,1
73.39.213.209,1
108.0.159.8,1
212.159.84.178,1
14.14.238.146,1
253.168.168.181,1
215.168.126.174,1
103.49.16.91,1
161.135.4.231,1
58.224.130.99,1
175.132.231.207,1
20.133.70.100,1
222.226.144.174,1
11.201.178.22,1
237.95.207.169,1
152.111.116.228,1
94.94.110.156,1
182.141.104.45,1
221.150.66.160,1
174.26.142.1,1
104.133.249.153,1
72.29.172.11,1
70.114.211.13,1
22.165.64.118,1
225.169.66.199,1
218.49.7.207,1
152.49.156.14,1
229.239.129.158,1
115.245.120.207,1
202.63.192.188,1
66.185.129.209,1
238.31.186.178,1
12.88.221.75,1
35.45.183.32,1
59.34.213.55,1
56.33.69.213,1
240.175.160.213,1
206.75.250.61,1
53.99.179.145,1
165.123.175.67,1
55.150.139.255,1
171.106.162.207,1
41.33.168.144,1
108.29.219.93,1
234.66.194.170,1
205.220.118.210,1
77.127.226.211,1
212.96.8.28,1
54.100.209.195,1
231.195.103.226,1
121.192.230.2,1
137.172.144.84,1
114.116.138.104,1
108.135.122.68,1
230.81.229.213,1
26.78.4.63,1
161.115.215.251,1
149.177.98.74,1
253.98.126.141,1
180.59.237.138,1
252.11.80.85,1
64.22.119.125,1
103.196.99.60,1
231.223.192.204,1
225.135.77.9,1
97.196.203.154,1
229.179.172.126,1
22.53.153.27,1
159.63.133.48,1
240.44.50.46,1
57.40.99.187,1
28.28.46.31,1
226.185.252.17,1
236.136.79.178,1
245.180.154.154,1
149.91.254.95,1
37.57.189.47,1
157.54.206.163,1
155.30.36.127,1
62.136.237.186,1
64.3.180.70,1
109.176.150.248,1
201.103.164.56,1
179.188.235.68,1
145.186.238.163,1
139.225.54.54,1
181.124.88.175,1
18.56.161.11,1
168.13.96.100,1
21.255.123.104,1
57.162.113.85,1
216.17.180.149,1
87.156.45.243,1
189.242.36.17,1
75.79.41.32,1
249.25.49.168,1
104.159.18.14,1
246.250.125.130,1
214.150.232.219,1
43.253.56.34,1
142.179.90.251,1
148.66.103.184,1
193.235.162.143,1
149.199.133.25,1
54.245.150.178,1
99.116.184.246,1
251.208.189.54,1
238.198.135.90,1
48.98.104.136,1
144.173.103.105,1
66.253.173.85,1
174.69.24.12,1
177.221.254.86,1
165.115.120.17,1
53.132.196.158,1
151.160.95.169,1
179.241.255.243,1
39.100.156.149,1
199.16.175.44,1
238.36.52.100,1
36.4.78.66,1
139.45.165.37,1
53.148.240.155,1
242.2.161.119,1
116.90.132.32,1
135.151.223.184,1
198.149.186.108,1
37.119.195.28,1
179.26.71.161,1
20.129.183.199,1
85.12.190.71,1
190.89.94.11,1
187.216.111.102,1
141.171.240.123,1
126.81.116.50,1
202.205.124.175,1
69.24.202.25,1
13.13.227.236,1
108.207.223.10,1
97.198.251.115,1
206.165.32.76,1
75.246.9.140,1
50.212.202.141,1
250.200.149.184,1
113.208.147.254,1
85.53.180.191,1
176.230.83.77,1
141.72.74.110,1
72.70.208.103,1
194.31.21.56,1
203.150.182.80,1
168.59.112.171,1
36.8.11.187,1
11.103.163.191,1
76.141.39.43,1
54.124.3.54,1
87.74.136.0,1
186.63.172.1,1
44.24.44.146,1
80.32.44.212,1
42.178.223.211,1
29.202.233.196,1
43.153.46.255,1
131.232.14.51,1
33.144.33.83,1
59.63.28.45,1
65.72.123.90,1
44.206.58.103,1
164.87.236.64,1
172.102.93.135,1
47.106.36.130,1
146.247.209.56,1
251.152.159.177,1
226.81.178.75,1
150.202.132.158,1
198.193.207.220,1
185.245.161.220,1
195.210.144.139,1
229.173.129.73,1
132.141.136.51,1
74.247.61.233,1
17.183.229.127,1
108.205.118.100,1
17.10.104.253,1
88.93.127.97,1
133.66.158.35,1
139.41.16.229,1
177.153.229.90,1
106.224.185.98,1
130.74.122.120,1
153.53.62.48,1
167.182.179.136,1
134.136.61.213,1
205.171.164.19,1
87.14.182.7,1
42.209.174.78,1
220.251.214.67,1
203.71.227.116,1
175.70.57.19,1
150.145.159.32,1
136.187.209.115,1
98.170.203.113,1
106.199.12.188,1
173.45.190.105,1
19.243.33.39,1
49.25.28.233,1
109.53.89.232,1
